RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VPDCSEL-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDCSEL-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDCSEL-N2,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSEL-N2,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSEL-N2,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSEL-N2,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSEL-N2,18,CESCO1A,19,ROYCS1A,226,40
VPDCSEL-N2,19,ROYCS1A,20,COSCS1A,283,40
VPDCSEL-N2,20,COSCS1A,21,HCOCS1A,698,40
VPDCSEL-N2,21,HCOCS1A,22,BAMCS3A,240,80
VPDCSEL-N2,22,BAMCS3A,23,COEST2A,1174,60
VPDCSEL-N2,23,COEST2A,24,GMYPV2A,290,60
VPDCSEL-N2,24,GMYPV2A,25,BGEPV2A,548,60
VPDCSEL-N2,25,BGEPV2A,26,PBAVE4A,236,60
VPDCSEL-N2,26,PBAVE4A,27,BALBO2A,101,60
VPDCSEL-N2,27,BALBO2A,28,ETBVE2A,48,40
VPDCSEM-N1,1,PADON  ,2,PARED1A,552,60
VPDCSEM-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSEM-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSEM-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSEM-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSEM-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSEM-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSEM-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSEM-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSEM-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSEM-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSEM-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSEM-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSEM-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSEM-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSEM-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSEM-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSEM-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSEM-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSEM-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSEM-N1,22,AQGCT3A,23,URRACCA,681,60
VPDCSEM-N1,23,URRACCA,24,C39CT3A,521,60
VPDCSEM-N1,24,C39CT3A,25,HNICT3A,347,60
VPDCSEM-N1,25,HNICT3A,26,BOULECA,519,60
VPDCSEM-N1,26,BOULECA,27,ESTAMAA,777,40
VPDCSET-N1,1,PADON  ,2,PARED1A,497,60
VPDCSET-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSET-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSET-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSET-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSET-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSET-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSET-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSET-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSET-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSET-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSET-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSET-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSET-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSET-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSET-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSET-N1,17,LLBCS1A,18,GCECS1A,980,80
VPDCSET-N1,18,GCECS1A,19,P-RCS1A,1033,40
VPDCSET-N1,19,P-RCS1A,20,GCECS4A,564,80
VPDCSET-N1,20,GCECS4A,21,ROYCS1A,226,40
VPDCSET-N1,21,ROYCS1A,22,COSCS1A,283,40
VPDCSET-N1,22,COSCS1A,23,HCOCS1A,698,40
VPDCSET-N1,23,HCOCS1A,24,BAMCS3A,240,80
VPDCSET-N1,24,BAMCS3A,25,GMYPV1A,1777,60
VPDCSET-N1,25,GMYPV1A,26,COEST1A,222,60
VPDCSL2-N1,1,PADON  ,2,PARED1A,552,60
VPDCSL2-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSL2-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSL2-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSL2-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSL2-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSL2-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSL2-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSL2-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSL2-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSL2-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSL2-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSL2-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSL2-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSL2-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSL2-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSL2-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSL2-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSL2-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSL2-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSL2-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSL2-N1,22,AQGCT3A,23,FEBFB3A,655,60
VPDCSL2-N1,23,FEBFB3A,24,RHIFB3A,222,40
VPDCSL2-N1,24,RHIFB3A,25,IGCME3A,282,60
VPDCSL2-N1,25,IGCME3A,26,CRWME3A,195,40
VPDCSL2-N1,26,CRWME3A,27,MEBME3A,451,60
VPDCSL2-N1,27,MEBME3A,28,LPAVA2A,945,60
VPDCSMC-R1,1,PADON  ,2,PARED1A,552,60
VPDCSMC-R1,2,PARED1A,3,CZIPA1A,339,60
VPDCSMC-R1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSMC-R1,4,CCATO4A,5,ESTADAA,509,60
VPDCSMC-R1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSMC-R1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSMC-R1,7,FONPA1A,8,PESPA1A,436,60
VPDCSMC-R1,8,PESPA1A,9,H24PA1A,403,60
VPDCSMC-R1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSMC-R1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSMC-R1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSMC-R1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSMC-R1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSMC-R1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSMC-R1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSMC-R1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSMC-R1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSMC-R1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSMC-R1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSMC-R1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSMC-R1,22,AQGCT3A,23,URRACCA,681,60
VPDCSMC-R1,23,URRACCA,24,C39CT3A,521,60
VPDCSMC-R1,24,C39CT3A,25,HNICT3A,347,60
VPDCSMC-R1,25,HNICT3A,26,BOULECA,519,60
VPDCSMC-R1,26,BOULECA,27,MERMACA,790,60
VPDCSPC-N1,1,PADON  ,2,PARED1A,552,60
VPDCSPC-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSPC-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSPC-N1,4,CCATO4A,5,ESTA24A,105,60
VPDCSPC-N1,5,ESTA24A,6,ESTADAA,404,60
VPDCSPC-N1,6,ESTADAA,7,ENCPA1A,993,60
VPDCSPC-N1,7,ENCPA1A,8,FONPA1A,707,60
VPDCSPC-N1,8,FONPA1A,9,PESPA1A,436,60
VPDCSPC-N1,9,PESPA1A,10,H24PA1A,403,60
VPDCSPC-N1,10,H24PA1A,11,LOMPA1A,535,60
VPDCSPC-N1,11,LOMPA1A,12,INDPA1A,648,60
VPDCSPC-N1,12,INDPA1A,13,PMAPA4A,389,60
VPDCSPC-N1,13,PMAPA4A,14,MANPA1A,289,60
VPDCSPC-N1,14,MANPA1A,15,AMEPA1A,809,80
VPDCSPC-N1,15,AMEPA1A,16,GLOCS4A,337,60
VPDCSPC-N1,16,GLOCS4A,17,GLACS1A,5335,80
VPDCSPC-N1,17,GLACS1A,18,LLBCS1A,3970,80
VPDCSPC-N1,18,LLBCS1A,19,CESCO1A,3212,80
VPDCSPC-N1,19,CESCO1A,20,GATCS1A,3762,80
VPDCSPC-N1,20,GATCS1A,21,GMAVI4A,2500,60
VPDCSPC-N1,21,GMAVI4A,22,PAICT1A,232,60
VPDCSPC-N1,22,PAICT1A,23,AQGCT3A,603,40
VPDCSPC-N1,23,AQGCT3A,24,URRACCA,681,60
VPDCSPC-N1,24,URRACCA,25,C39CT3A,521,60
VPDCSPC-N1,25,C39CT3A,26,HNICT3A,347,60
VPDCSPC-N1,26,HNICT3A,27,BOULECA,519,60
VPDCSPC-N1,27,BOULECA,28,PACHO  ,4920,40
VPDCSPH-N1,1,PADON  ,2,PARED1A,552,60
VPDCSPH-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSPH-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSPH-N1,4,CCATO4A,5,ESTA24A,105,60
VPDCSPH-N1,5,ESTA24A,6,ESTADAA,404,60
VPDCSPH-N1,6,ESTADAA,7,ENCPA1A,993,60
VPDCSPH-N1,7,ENCPA1A,8,FONPA1A,707,60
VPDCSPH-N1,8,FONPA1A,9,PESPA1A,436,60
VPDCSPH-N1,9,PESPA1A,10,H24PA1A,403,60
VPDCSPH-N1,10,H24PA1A,11,LOMPA1A,535,60
VPDCSPH-N1,11,LOMPA1A,12,INDPA1A,648,60
VPDCSPH-N1,12,INDPA1A,13,PMAPA4A,389,60
VPDCSPH-N1,13,PMAPA4A,14,MANPA1A,289,60
VPDCSPH-N1,14,MANPA1A,15,AMEPA1A,809,80
VPDCSPH-N1,15,AMEPA1A,16,GLOCS4A,337,60
VPDCSPH-N1,16,GLOCS4A,17,GLACS1A,5335,80
VPDCSPH-N1,17,GLACS1A,18,LLBCS1A,3970,80
VPDCSPH-N1,18,LLBCS1A,19,CESCO1A,3212,80
VPDCSPH-N1,19,CESCO1A,20,GATCS1A,3762,80
VPDCSPH-N1,20,GATCS1A,21,GMAVI4A,2500,60
VPDCSPH-N1,21,GMAVI4A,22,PAICT1A,232,60
VPDCSPH-N1,22,PAICT1A,23,AQGCT3A,603,40
VPDCSPH-N1,23,AQGCT3A,24,URRACCA,681,60
VPDCSPH-N1,24,URRACCA,25,C39CT3A,521,60
VPDCSPH-N1,25,C39CT3A,26,HNICT3A,347,60
VPDCSPH-N1,26,HNICT3A,27,ABACE1A,2520,60
VPDCSPH-N1,27,ABACE1A,28,PACUR  ,1615,40
VPDCSPU-N1,1,PADON  ,2,PARED1A,552,60
VPDCSPU-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSPU-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSPU-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSPU-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSPU-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSPU-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSPU-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSPU-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSPU-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSPU-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSPU-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSPU-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSPU-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSPU-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSPU-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSPU-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSPU-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSPU-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSPU-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSPU-N1,22,AQGCT3A,23,URRACCA,681,60
VPDCSVV-N1,1,PADON  ,2,PARED1A,552,60
VPDCSVV-N1,2,PARED1A,3,CZIPA1A,339,60
VPDCSVV-N1,3,CZIPA1A,4,CCATO4A,198,60
VPDCSVV-N1,4,CCATO4A,5,ESTADAA,509,60
VPDCSVV-N1,5,ESTADAA,6,ENCPA1A,993,60
VPDCSVV-N1,6,ENCPA1A,7,FONPA1A,707,60
VPDCSVV-N1,7,FONPA1A,8,PESPA1A,436,60
VPDCSVV-N1,8,PESPA1A,9,H24PA1A,403,60
VPDCSVV-N1,9,H24PA1A,10,LOMPA1A,535,60
VPDCSVV-N1,10,LOMPA1A,11,INDPA1A,648,60
VPDCSVV-N1,11,INDPA1A,12,PMAPA4A,389,60
VPDCSVV-N1,12,PMAPA4A,13,MANPA1A,289,60
VPDCSVV-N1,13,MANPA1A,14,AMEPA1A,809,80
VPDCSVV-N1,14,AMEPA1A,15,GLOCS4A,337,60
VPDCSVV-N1,15,GLOCS4A,16,GLACS1A,5335,80
VPDCSVV-N1,16,GLACS1A,17,LLBCS1A,3970,80
VPDCSVV-N1,17,LLBCS1A,18,CESCO1A,3212,80
VPDCSVV-N1,18,CESCO1A,19,GATCS1A,3762,80
VPDCSVV-N1,19,GATCS1A,20,GMAVI4A,2500,60
VPDCSVV-N1,20,GMAVI4A,21,PAICT1A,232,60
VPDCSVV-N1,21,PAICT1A,22,AQGCT3A,603,40
VPDCSVV-N1,22,AQGCT3A,23,MSOCE2A,1508,60
VPDCSVV-N1,23,MSOCE2A,24,VVETK2A,534,60
VPDDAC1-N2,1,PADON  ,2,PARED1A,552,60
VPDDAC1-N2,2,PARED1A,3,CZIPA1A,339,60
VPDDAC1-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDDAC1-N2,4,CCATO4A,5,ESTADAA,509,60
VPDDAC1-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDDAC1-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDDAC1-N2,7,FONPA1A,8,PESPA1A,436,60
VPDDAC1-N2,8,PESPA1A,9,H24PA1A,403,60
VPDDAC1-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDDAC1-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDDAC1-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDDAC1-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDDAC1-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDDAC1-N2,14,AMEPA1A,15,UTPTM1A,612,60
VPDDAC1-N2,15,UTPTM1A,16,CARTM1A,486,60
VPDDAC1-N2,16,CARTM1A,17,ISTTM1A,360,60
VPDDAC1-N2,17,ISTTM1A,18,BOSTM1A,1074,60
VPDDAC1-N2,18,BOSTM1A,19,CA1391A,531,60
VPDDAC1-N2,19,CA1391A,20,BALMO2A,1147,60
VPDDAC1-N2,20,BALMO2A,21,JJVAL1A,514,60
VPDDAC1-N2,21,JJVAL1A,22,CA1CS3A,448,40
VPDDAC1-N2,22,CA1CS3A,23,CONCE1A,803,40
VPDDAJ2-N2,1,PADON  ,2,PARED1A,552,60
VPDDAJ2-N2,2,PARED1A,3,CZIPA1A,339,60
VPDDAJ2-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDDAJ2-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDDAJ2-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDDAJ2-N2,7,FONPA1A,8,PESPA1A,436,60
VPDDAJ2-N2,8,PESPA1A,9,H24PA1A,403,60
VPDDAJ2-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDDAJ2-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDDAJ2-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDDAJ2-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDDAJ2-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDDAJ2-N2,14,AMEPA1A,15,UTPTM1A,612,60
VPDDAJ2-N2,15,UTPTM1A,16,CARTM1A,486,60
VPDDAJ2-N2,16,CARTM1A,17,ISTTM1A,360,60
VPDDAJ2-N2,17,ISTTM1A,18,BOSTM1A,1074,60
VPDDAJ2-N2,18,BOSTM1A,19,CA1391A,531,60
VPDDAJ2-N2,19,CA1391A,20,BALMO2A,1147,60
VPDDAJ2-N2,20,BALMO2A,21,JJVAL1A,514,60
VPDDAJ2-N2,21,JJVAL1A,22,CEPVE1A,259,60
VPDDAJ2-N2,22,CEPVE1A,23,JUAVE1A,463,60
VPDDAJ2-N2,23,JUAVE1A,24,PINVE1A,719,60
VPDDAJ2-N2,24,PINVE1A,25,ESTAD1A,432,40
VPDDAJ2-N2,25,ESTAD1A,26,ESTAD2A,705,40
VPDDAJV-N2,1,PADON  ,2,PARED1A,552,60
VPDDAJV-N2,2,PARED1A,3,CZIPA1A,339,60
VPDDAJV-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDDAJV-N2,4,CCATO4A,5,ESTADAA,509,60
VPDDAJV-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDDAJV-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDDAJV-N2,7,FONPA1A,8,PESPA1A,436,60
VPDDAJV-N2,8,PESPA1A,9,H24PA1A,403,60
VPDDAJV-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDDAJV-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDDAJV-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDDAJV-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDDAJV-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDDAJV-N2,14,AMEPA1A,15,UTPTM1A,612,60
VPDDAJV-N2,15,UTPTM1A,16,CARTM1A,486,60
VPDDAJV-N2,16,CARTM1A,17,ISTTM1A,360,60
VPDDAJV-N2,17,ISTTM1A,18,BOSTM1A,1074,60
VPDDAJV-N2,18,BOSTM1A,19,CA1391A,531,60
VPDDAJV-N2,19,CA1391A,20,140TM3A,615,40
VPDDAJV-N2,20,140TM3A,21,BALMO2A,683,60
VPDDAJV-N2,21,BALMO2A,22,PPETM4A,130,60
VPDDAJV-N2,22,PPETM4A,23,JJVAL1A,384,60
VPDDDE1-N2,1,PADON  ,2,PARED1A,552,60
VPDDDE1-N2,2,PARED1A,3,CZIPA1A,339,60
VPDDDE1-N2,3,CZIPA1A,4,CCATO4A,198,60
VPDDDE1-N2,4,CCATO4A,5,ESTADAA,509,60
VPDDDE1-N2,5,ESTADAA,6,ENCPA1A,993,60
VPDDDE1-N2,6,ENCPA1A,7,FONPA1A,707,60
VPDDDE1-N2,7,FONPA1A,8,PESPA1A,436,60
VPDDDE1-N2,8,PESPA1A,9,H24PA1A,403,60
VPDDDE1-N2,9,H24PA1A,10,LOMPA1A,535,60
VPDDDE1-N2,10,LOMPA1A,11,INDPA1A,648,60
VPDDDE1-N2,11,INDPA1A,12,PMAPA4A,389,60
VPDDDE1-N2,12,PMAPA4A,13,MANPA1A,289,60
VPDDDE1-N2,13,MANPA1A,14,AMEPA1A,809,80
VPDDDE1-N2,14,AMEPA1A,15,UTPTM1A,612,60
VPDDDE1-N2,15,UTPTM1A,16,CARTM1A,486,60
VPDDDE1-N2,16,CARTM1A,17,ISTTM1A,360,60
VPDDDE1-N2,17,ISTTM1A,18,BOSTM1A,1074,60
VPDDDE1-N2,18,BOSTM1A,19,CA1391A,531,60
VPDDDE1-N2,19,CA1391A,20,PPETM4A,780,60
VPDDDE1-N2,20,PPETM4A,21,NCATM1A,509,60
VPDDDE1-N2,21,NCATM1A,22,BSATM1A,847,60
VPDDDE1-N2,22,BSATM1A,23,ESTLP2A,1250,40
VPDDE1-NA2,1,PADON  ,2,PARED1A,552,60
VPDDE1-NA2,2,PARED1A,3,CZIPA1A,339,60
VPDDE1-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPDDE1-NA2,4,CCATO4A,5,ESTADAA,509,60
VPDDE1-NA2,5,ESTADAA,6,ENCPA1A,993,60
VPDDE1-NA2,6,ENCPA1A,7,FONPA1A,707,60
VPDDE1-NA2,7,FONPA1A,8,PESPA1A,436,60
VPDDE1-NA2,8,PESPA1A,9,H24PA1A,403,60
VPDDE1-NA2,9,H24PA1A,10,LOMPA1A,535,60
VPDDE1-NA2,10,LOMPA1A,11,INDPA1A,648,60
VPDDE1-NA2,11,INDPA1A,12,PMAPA4A,389,60
VPDDE1-NA2,12,PMAPA4A,13,MANPA1A,289,60
VPDDE1-NA2,13,MANPA1A,14,AMEPA1A,809,80
VPDDE1-NA2,14,AMEPA1A,15,UTPTM1A,612,60
VPDDE1-NA2,15,UTPTM1A,16,CARTM1A,486,60
VPDDE1-NA2,16,CARTM1A,17,ISTTM1A,360,60
VPDDE1-NA2,17,ISTTM1A,18,BOSTM1A,1074,60
VPDDE1-NA2,18,BOSTM1A,19,CA1391A,531,60
VPDDE1-NA2,19,CA1391A,20,PPETM4A,780,60
VPDDE1-NA2,20,PPETM4A,21,NCATM1A,509,60
VPDDE1-NA2,21,NCATM1A,22,BSATM1A,847,60
VPDDE1-NA2,22,BSATM1A,23,ESTLP2A,1250,40
VPDECA-NA2,1,PADON  ,2,PARED1A,552,60
VPDECA-NA2,2,PARED1A,3,ESTADAA,851,60
VPDECA-NA2,3,ESTADAA,4,CRUCE1A,871,50
VPDECA-NA2,4,CRUCE1A,5,SANTO1A,1691,40
VPDECA-NA2,5,SANTO1A,6,PENAB1A,465,40
VPDEES-NA2,1,PADON  ,2,PARED1A,552,60
VPDEES-NA2,2,PARED1A,3,ESTADAA,851,60
VPDEES-NA2,3,ESTADAA,4,GARTO2A,1332,50
VPDEES-NA2,4,GARTO2A,5,BAJTO2A,515,50
VPDEES-NA2,5,BAJTO2A,6,BRITO2A,311,50
VPDEES-NA2,6,BRITO2A,7,CSVTO2A,252,50
VPDEES-NA2,7,CSVTO2A,8,SVITO2A,195,50
VPDEES-NA2,8,SVITO2A,9,ELSTO2A,225,60
VPDEES-NA2,9,ELSTO2A,10,SIETO4A,258,50
VPDEES-NA2,10,SIETO4A,11,CLSTO2A,20,60
VPDEES-NA2,11,CLSTO2A,12,TOCTO2A,458,40
VPDEES-NA2,12,TOCTO2A,13,COLTO2A,545,40
VPDEES-NA2,13,COLTO2A,14,ESTASIA,472,40
VPDEIH-NA2,1,PADON  ,2,PARED1A,497,60
VPDEIH-NA2,2,PARED1A,3,ESTADAA,851,60
VPDEIH-NA2,3,ESTADAA,4,CRUCE1A,2768,50
VPDEIH-NA2,4,CRUCE1A,5,COTTO1A,595,50
VPDEIH-NA2,5,COTTO1A,6,ERITO1A,592,50
VPDEIH-NA2,6,ERITO1A,7,SANTO1A,504,40
VPDEIH-NA2,7,SANTO1A,8,MORTO1A,398,50
VPDEIH-NA2,8,MORTO1A,9,BOMTO1A,720,50
VPDEIH-NA2,9,BOMTO1A,10,LMOTO1A,332,50
VPDEIH-NA2,10,LMOTO1A,11,PANTO1A,253,50
VPDEIH-NA2,11,PANTO1A,12,AERTM1A,461,60
VPDEIH-NA2,12,AERTM1A,13,TMOTM1A,546,60
VPDEIH-NA2,13,TMOTM1A,14,INATM1A,721,60
VPDEMX-NA2,1,PADON  ,2,PARED1A,552,60
VPDEMX-NA2,2,PARED1A,3,ESTADAA,851,60
VPDEMX-NA2,3,ESTADAA,4,CRUCE1A,871,50
VPDEMX-NA2,4,CRUCE1A,5,COTTO1A,595,50
VPDEMX-NA2,5,COTTO1A,6,ERITO1A,592,50
VPDEMX-NA2,6,ERITO1A,7,SANTO1A,504,40
VPDEMX-NA2,7,SANTO1A,8,PENAB1A,465,40
VPDEMX-NA2,8,PENAB1A,9,MAINT1A,410,40
VPDETO-NA2,1,PADON  ,2,PARED1A,552,60
VPDETO-NA2,2,PARED1A,3,ESTADAA,851,60
VPDETO-NA2,3,ESTADAA,4,CRUCE1A,871,50
VPDNPB-NA2,1,PADON  ,2,PARED1A,552,60
VPDNPB-NA2,2,PARED1A,3,CZIPA1A,339,60
VPDNPB-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPDNPB-NA2,4,CCATO4A,5,ESTA24A,105,60
VPDNPB-NA2,5,ESTA24A,6,ESTADAA,404,60
VPDNPB-NA2,6,ESTADAA,7,ENCPA1A,993,60
VPDNPB-NA2,7,ENCPA1A,8,FONPA1A,707,60
VPDNPB-NA2,8,FONPA1A,9,PESPA1A,436,60
VPDNPB-NA2,9,PESPA1A,10,ETITK3A,16325,40
VPDNPB-NA2,10,ETITK3A,11,CSITK2A,208,60
VPDNPB-NA2,12,MILTK2A,13,CHITK2A,684,60
VPDNPB-NA2,13,CHITK2A,14,CELTK2A,278,60
VPDNPB-NA2,14,CELTK2A,15,ZAITK2A,313,60
VPDNPB-NA2,15,ZAITK2A,16,ULATK2A,240,60
VPDNPB-NA2,16,ULATK2A,17,ROCTK2A,428,60
VPDNPB-NA2,17,ROCTK2A,18,PALTK2A,268,60
VPDNPB-NA2,18,PALTK2A,19,LAJTK2A,463,60
VPDNPB-NA2,19,LAJTK2A,20,GONTK2A,764,60
VPDNPB-NA2,20,GONTK2A,21,EBETK2A,538,60
VPDNPB-NA2,21,EBETK2A,22,FLOTK2A,593,60
VPDNPB-NA2,22,FLOTK2A,23,CABTK2A,611,60
VPDNPB-NA2,23,CABTK2A,24,PACAB  ,393,40
VPDNPO-NA2,1,PADON  ,2,PARED1A,552,60
VPDNPO-NA2,2,PARED1A,3,CZIPA1A,339,60
VPDNPO-NA2,3,CZIPA1A,4,CCATO4A,198,60
VPDNPO-NA2,4,CCATO4A,5,ESTA24A,105,60
VPDNPO-NA2,5,ESTA24A,6,ESTADAA,404,60
VPDNPO-NA2,6,ESTADAA,7,ENCPA1A,993,60
VPDNPO-NA2,7,ENCPA1A,8,FONPA1A,707,60
VPDNPO-NA2,8,FONPA1A,9,PESPA1A,436,60
VPDNPO-NA2,9,PESPA1A,10,OJOAG1A,16878,60
VPDNPO-NA2,10,OJOAG1A,11,PAOJO  ,624,40
VPDPADI-N2,1,PADON  ,2,PARED2A,548,60
VPDPADO-N2,1,PADON  ,2,PARED1A,552,60
VPDPADO-N2,2,PARED1A,3,CZIPA1A,339,60
VPDPADO-N2,3,CZIPA1A,4,ESTA24A,303,60
VPDPADR-N2,1,PADON  ,2,PARED1A,552,60
VPDPADX-N2,1,PADON  ,2,PARED1A,552,60
VPDPADX-N2,2,PARED1A,3,ESTADAA,851,60
VPDPANI-R2,1,PADON  ,2,NTOPA2A,973,60
VPDPANI-R2,2,NTOPA2A,3,PANPA4A,1027,60
VPDPANI-R2,3,PANPA4A,4,MOLPA2A,954,60
VPDPANI-R2,4,MOLPA2A,5,FELPA2A,310,60
VPDPANI-R2,5,FELPA2A,6,NVAES2A,637,60
VPDPANI-R2,6,NVAES2A,7,NVAES1A,925,60
